,(P)Portentry,(Q)USdelivery,(R)UStime,(W)ITIvalues,(S)CSpresentation,(N)Portexit,(K)CStype,(B)shockintensity,date,subject,file_path,tone_playing_time_in_video,port_entry_time_in_video
567,996.13,,,0.0,,1000.33,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1005.13
568,1001.26,,,0.0,,1003.22,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1010.26
569,1003.36,,,0.0,,1006.69,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1012.36
570,1006.76,,,0.0,,1007.31,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1015.76
571,1007.42,,,0.0,,1010.09,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1016.42
572,1010.33,,,0.0,,1011.08,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1019.33
573,1011.28,,,0.0,,1011.56,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1020.28
574,1012.25,,,0.0,,1013.29,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1021.25
575,1013.53,,,0.0,,1013.85,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1022.53
576,1013.91,,,0.0,,1016.64,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1022.91
577,1016.97,,,0.0,,1017.68,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1025.97
578,1017.79,,,0.0,,1017.81,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1026.79
579,1017.91,,,0.0,,1018.39,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1026.9099999999999
580,1018.42,,,0.0,,1023.74,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1027.42
581,1024.2,,,0.0,,1024.96,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1033.2
582,1025.29,,,0.0,,1025.82,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1034.29
583,1026.22,,,0.0,,1026.33,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1035.22
584,1026.67,,,0.0,,1027.35,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1035.67
585,1027.65,,,0.0,,1027.69,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1036.65
586,1027.96,,,0.0,,1028.05,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1036.96
587,1028.44,,,0.0,,1029.1,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1037.44
588,1029.34,,,0.0,,1029.36,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1038.34
589,1029.38,,,0.0,,1030.55,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1038.38
590,1030.57,,,0.0,,1030.85,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1039.57
591,1030.99,,,0.0,,1031.01,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1039.99
592,1031.14,,,0.0,,1032.0,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1040.14
593,1032.78,,,0.0,,1033.57,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1041.78
594,1033.62,,,0.0,,1034.75,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1042.62
595,1034.85,,,0.0,,1035.84,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1043.85
596,1035.89,,,0.0,,1036.22,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1044.89
597,1036.81,,,0.0,,1036.96,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1045.81
598,1036.98,,,0.0,,1037.41,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1045.98
599,1037.46,,,0.0,,1038.84,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1046.46
600,1039.39,,,0.0,,1039.81,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1048.39
601,1040.0,,,0.0,,1040.48,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1049.0
602,1040.52,,,0.0,,1047.46,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1049.52
603,1047.54,,,0.0,,1051.56,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1056.54
604,1051.66,,,0.0,,1053.54,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1060.66
605,1053.89,,,0.0,,1055.14,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1062.89
606,1055.79,,,0.0,,1056.74,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1064.79
607,1057.68,,,0.0,,1057.76,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1066.68
608,1057.78,,,0.0,,1057.83,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1066.78
609,1057.85,,,0.0,,1058.05,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1066.85
610,1058.13,,,0.0,,1058.16,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1067.13
611,1058.51,,,0.0,,1058.65,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1067.51
612,1058.67,,,0.0,,1058.79,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1067.67
613,1059.82,,,0.0,,1059.89,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1068.82
614,1060.04,,,0.0,,1060.86,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1069.04
615,1061.09,,,0.0,,1063.65,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1070.09
616,1065.48,,,0.0,,1065.59,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1074.48
617,1065.64,,,0.0,,1067.43,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1074.64
618,1068.75,,,0.0,,1069.97,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1077.75
619,1070.33,,,0.0,,1071.44,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1079.33
620,1071.46,,,0.0,,1071.53,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1080.46
621,1071.55,,,0.0,,1071.67,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1080.55
622,1072.91,,,0.0,,1073.76,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1081.91
623,1073.81,,,0.0,,1073.98,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1082.81
624,1074.48,,,0.0,,1074.51,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1083.48
625,1074.87,,,0.0,,1076.63,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1083.87
626,1076.7,,,0.0,,1076.83,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1085.7
627,1076.87,,,0.0,,1076.94,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1085.87
628,1077.42,,,0.0,,1077.45,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1086.42
629,1077.86,,,0.0,,1079.62,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1086.86
630,1080.08,,,0.0,,1080.55,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1089.08
631,1080.58,,,0.0,,1081.99,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1089.58
632,1082.19,,,0.0,,1082.24,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1091.19
633,1082.29,,,0.0,,1082.31,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1091.29
634,1083.23,,,0.0,,1083.25,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1092.23
635,1083.41,,,0.0,,1083.48,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1092.41
636,1083.5,,,0.0,,1085.38,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1092.5
637,1085.42,,,0.0,,1085.44,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1094.42
638,1086.3,,,0.0,,1088.08,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1095.3
639,1088.44,,,0.0,,1089.63,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1097.44
640,1089.72,,,0.0,,1091.24,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1098.72
641,1091.51,,,0.0,,1094.48,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1100.51
642,1094.95,,,0.0,,1095.61,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1103.95
643,1096.24,,,0.0,,1097.43,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1105.24
644,1098.62,,,0.0,,1098.64,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1107.62
645,1099.2,,,0.0,,1099.43,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1108.2
646,1100.49,,,0.0,,1100.51,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1109.49
647,1100.66,,,0.0,,1100.71,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1109.66
648,1100.73,,,0.0,,1101.14,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1109.73
649,1103.68,,,0.0,,1104.08,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1112.68
650,1104.27,,,0.0,,1106.31,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1113.27
651,1106.55,,,0.0,,1106.57,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1115.55
652,1106.75,,,0.0,,1108.26,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1115.75
653,1110.68,,,0.0,,1110.71,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1119.68
654,1110.73,,,0.0,,1112.02,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1119.73
655,1114.12,,,0.0,,1115.24,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1123.12
656,1115.26,,,0.0,,1115.38,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1124.26
657,1115.54,,,0.0,,1115.73,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1124.54
658,1116.13,,,0.0,,1116.27,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1125.13
659,1116.32,,,0.0,,1120.12,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1125.32
660,1120.15,,,0.0,,1121.05,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1129.15
661,1121.41,,,0.0,,1122.22,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1130.41
662,1122.26,,,0.0,,1122.34,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1131.26
663,1122.58,,,0.0,,1123.06,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1131.58
664,1123.37,,,0.0,,1123.39,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1132.37
665,1124.27,,,0.0,,1125.12,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1133.27
666,1125.45,,,0.0,,1125.57,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1134.45
667,1125.91,,,0.0,,1127.18,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1134.91
668,1127.21,,,0.0,,1128.51,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1136.21
669,1128.84,,,0.0,,1129.29,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1137.84
670,1129.33,,,0.0,,1130.3,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1138.33
671,1130.41,,,0.0,,1130.85,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1139.41
672,1132.15,,,0.0,,1132.17,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1141.15
673,1132.19,,,0.0,,1133.03,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1141.19
674,1133.45,,,0.0,,1133.6,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1142.45
675,1133.66,,,0.0,,1133.69,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1142.66
676,1133.71,,,0.0,,1133.81,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1142.71
677,1135.23,,,0.0,,1136.27,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1144.23
678,1137.89,,,0.0,,1139.69,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1146.89
679,1142.35,,,0.0,,1142.4,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1151.35
680,1142.46,,,0.0,,1142.59,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1151.46
681,1142.67,,,0.0,,1143.57,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1151.67
682,1143.66,,,0.0,,1143.79,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1152.66
683,1143.97,,,0.0,,1144.04,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1152.97
684,1145.23,,,0.0,,1145.84,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1154.23
685,1146.65,,,0.0,,1148.66,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1155.65
686,1150.8,,,0.0,,1150.82,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1159.8
687,1150.85,,,0.0,,1150.89,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1159.85
688,1150.94,,,0.0,,1150.96,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1159.94
689,1151.06,,,0.0,,1158.05,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1160.06
690,1158.09,,,0.0,,1158.9,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1167.09
691,1158.97,,,0.0,,1159.51,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1167.97
692,1159.55,,,0.0,,1160.23,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1168.55
693,1160.29,,,0.0,,1160.85,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1169.29
694,1160.91,,,0.0,,1160.96,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1169.91
695,1161.0,,,0.0,,1161.73,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1170.0
696,1161.83,,,0.0,,1166.15,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1170.83
697,1166.22,,,0.0,,1166.24,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1175.22
698,1166.27,,,0.0,,1166.76,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1175.27
699,1167.33,,,0.0,,1182.6,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1176.33
700,1182.63,,,0.0,,1187.45,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1191.63
701,1187.69,,,0.0,,1187.8,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1196.69
702,1191.28,,,0.0,,1191.32,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1200.28
703,1191.34,,,0.0,,1191.38,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1200.34
704,1191.46,,,0.0,,1194.57,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1200.46
705,1194.71,,,0.0,,1194.73,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1203.71
706,1195.35,,,0.0,,1195.43,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1204.35
707,1198.56,,,0.0,,1200.76,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1207.56
708,1200.99,,,0.0,,1202.63,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1209.99
709,1203.02,,,0.0,,1203.94,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1212.02
710,1206.47,,,0.0,,1208.92,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1215.47
711,1209.48,,,0.0,,1211.24,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1218.48
712,1213.91,,,0.0,,1213.97,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1222.91
713,1213.99,,,0.0,,1214.06,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1222.99
714,1214.08,,,0.0,,1214.1,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1223.08
715,1214.14,,,0.0,,1214.72,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1223.14
716,1214.74,,,0.0,,1214.86,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1223.74
717,1215.96,,,0.0,,1216.7,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1224.96
718,1216.74,,,0.0,,1216.79,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1225.74
719,1217.1,,,0.0,,1217.34,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1226.1
720,1217.41,,,0.0,,1217.43,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1226.41
721,1217.91,,,0.0,,1217.98,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1226.91
722,1218.09,,,0.0,,1223.24,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1227.09
723,1225.38,,,0.0,,1228.96,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1234.38
724,1230.05,,,0.0,,1230.71,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1239.05
725,1230.84,,,0.0,,1231.2,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1239.84
726,1231.58,,,0.0,,1233.54,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1240.58
727,1235.55,,,0.0,,1235.89,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1244.55
728,1236.02,,,0.0,,1236.04,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1245.02
729,1236.11,,,0.0,,1237.27,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1245.11
730,1237.72,,,0.0,,1239.33,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1246.72
731,1239.73,,,0.0,,1239.76,0.0,0.0,20220520,2.1 v 1.3,./data/med_pc/2022-05-20_10h24m_Subject 2.1 v 1.3.txt,,1248.73
